province_territory,category_1,category_2,total_flag,year,value
Nova Scotia,Agricultural Workers,Agricultural Stream,False,2006,0
Nova Scotia,Agricultural Workers,Other Agricultural Workers,False,2006,
Nova Scotia,Agricultural Workers,,True,2006,
Nova Scotia,Other Temporary Foreign Workers with LMIA,,False,2006,545
Nova Scotia,Caregivers,,False,2006,0
Nova Scotia,,,True,2006,610
New Brunswick,Live-In Caregivers,Live-In Caregiver Program,False,2006,30
New Brunswick,Live-In Caregivers,Live-In Caregiver Occupations,False,2006,
New Brunswick,Live-In Caregivers,,True,2006,35
New Brunswick,Agricultural Workers,Seasonal Agricultural Worker Program,False,2006,0
New Brunswick,Agricultural Workers,Agricultural Stream,False,2006,0
New Brunswick,Agricultural Workers,Other Agricultural Workers,False,2006,10
New Brunswick,Agricultural Workers,,True,2006,10
New Brunswick,Other Temporary Foreign Workers with LMIA,,False,2006,345
New Brunswick,Caregivers,,False,2006,0
New Brunswick,,,True,2006,390
Quebec,Live-In Caregivers,Live-In Caregiver Program,False,2006,"1,785"
Quebec,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2006,0
Quebec,Live-In Caregivers,Live-In Caregiver Occupations,False,2006,230
Quebec,Live-In Caregivers,,True,2006,"2,015"
Quebec,Agricultural Workers,Seasonal Agricultural Worker Program,False,2006,0
Quebec,Agricultural Workers,Agricultural Stream,False,2006,0
Quebec,Agricultural Workers,Other Agricultural Workers,False,2006,255
Quebec,Agricultural Workers,,True,2006,255
Quebec,Other Temporary Foreign Workers with LMIA,,False,2006,"3,425"
Quebec,Caregivers,,False,2006,0
Quebec,,,True,2006,"5,695"
Ontario,Live-In Caregivers,Live-In Caregiver Program,False,2006,"10,080"
Ontario,Live-In Caregivers,Emergency Live-In Caregiver Program Work Permit,False,2006,0
Ontario,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2006,0
Ontario,Live-In Caregivers,Live-In Caregiver Occupations,False,2006,"1,420"
Ontario,Live-In Caregivers,,True,2006,"11,500"
Ontario,Agricultural Workers,Seasonal Agricultural Worker Program,False,2006,100
Ontario,Agricultural Workers,Agricultural Stream,False,2006,0
Ontario,Agricultural Workers,Other Agricultural Workers,False,2006,805
Ontario,Agricultural Workers,,True,2006,905
Ontario,Other Temporary Foreign Workers with LMIA,,False,2006,"11,910"
Ontario,Caregivers,,False,2006,0
Ontario,,,True,2006,"24,315"
Manitoba,Live-In Caregivers,Live-In Caregiver Program,False,2006,190
Manitoba,Live-In Caregivers,Live-In Caregiver Occupations,False,2006,15
Manitoba,Live-In Caregivers,,True,2006,205
Manitoba,Agricultural Workers,Seasonal Agricultural Worker Program,False,2006,5
Manitoba,Agricultural Workers,Agricultural Stream,False,2006,0
Manitoba,Agricultural Workers,Other Agricultural Workers,False,2006,135
Manitoba,Agricultural Workers,,True,2006,140
Manitoba,Other Temporary Foreign Workers with LMIA,,False,2006,970
Manitoba,Caregivers,,False,2006,0
Manitoba,,,True,2006,"1,310"
Saskatchewan,Live-In Caregivers,Live-In Caregiver Program,False,2006,155
Saskatchewan,Live-In Caregivers,Live-In Caregiver Occupations,False,2006,15
Saskatchewan,Live-In Caregivers,,True,2006,170
Saskatchewan,Agricultural Workers,Seasonal Agricultural Worker Program,False,2006,0
Saskatchewan,Agricultural Workers,Agricultural Stream,False,2006,0
Saskatchewan,Agricultural Workers,Other Agricultural Workers,False,2006,45
Saskatchewan,Agricultural Workers,,True,2006,45
Saskatchewan,Other Temporary Foreign Workers with LMIA,,False,2006,575
Saskatchewan,Caregivers,,False,2006,0
Saskatchewan,,,True,2006,790
Alberta,Live-In Caregivers,Live-In Caregiver Program,False,2006,"2,685"
Alberta,Live-In Caregivers,Live-In Caregiver Occupations,False,2006,240
Alberta,Live-In Caregivers,,True,2006,"2,920"
Alberta,Agricultural Workers,Seasonal Agricultural Worker Program,False,2006,10
Alberta,Agricultural Workers,Agricultural Stream,False,2006,0
Alberta,Agricultural Workers,Other Agricultural Workers,False,2006,545
Alberta,Agricultural Workers,,True,2006,555
Alberta,Other Temporary Foreign Workers with LMIA,,False,2006,"6,205"
Alberta,Caregivers,,False,2006,0
Alberta,,,True,2006,"9,680"
British Columbia,Live-In Caregivers,Live-In Caregiver Program,False,2006,"4,520"
British Columbia,Live-In Caregivers,Live-In Caregiver Occupations,False,2006,520
British Columbia,Live-In Caregivers,,True,2006,"5,040"
British Columbia,Agricultural Workers,Seasonal Agricultural Worker Program,False,2006,
British Columbia,Agricultural Workers,Agricultural Stream,False,2006,0
British Columbia,Agricultural Workers,Other Agricultural Workers,False,2006,115
British Columbia,Agricultural Workers,,True,2006,115
British Columbia,Other Temporary Foreign Workers with LMIA,,False,2006,"5,210"
British Columbia,Caregivers,,False,2006,0
British Columbia,,,True,2006,"10,365"
Yukon,Live-In Caregivers,Live-In Caregiver Program,False,2006,10
Yukon,Live-In Caregivers,Live-In Caregiver Occupations,False,2006,
Yukon,Live-In Caregivers,,True,2006,15
Yukon,Agricultural Workers,Seasonal Agricultural Worker Program,False,2006,0
Yukon,Agricultural Workers,Other Agricultural Workers,False,2006,0
Yukon,Agricultural Workers,,True,2006,0
Yukon,Other Temporary Foreign Workers with LMIA,,False,2006,35
Yukon,Caregivers,,False,2006,0
Yukon,,,True,2006,45
Northwest Territories,Live-In Caregivers,Live-In Caregiver Program,False,2006,10
Northwest Territories,Live-In Caregivers,Live-In Caregiver Occupations,False,2006,
Northwest Territories,Live-In Caregivers,,True,2006,15
Northwest Territories,Agricultural Workers,Agricultural Stream,False,2006,0
Northwest Territories,Agricultural Workers,Other Agricultural Workers,False,2006,0
Northwest Territories,Agricultural Workers,,True,2006,0
Northwest Territories,Other Temporary Foreign Workers with LMIA,,False,2006,105
Northwest Territories,Caregivers,,False,2006,0
Northwest Territories,,,True,2006,115
Nunavut,Live-In Caregivers,Live-In Caregiver Program,False,2006,
Nunavut,Live-In Caregivers,Live-In Caregiver Occupations,False,2006,0
Nunavut,Live-In Caregivers,,True,2006,
Nunavut,Agricultural Workers,Other Agricultural Workers,False,2006,0
Nunavut,Agricultural Workers,,True,2006,0
Nunavut,Other Temporary Foreign Workers with LMIA,,False,2006,30
Nunavut,Caregivers,,False,2006,0
Nunavut,,,True,2006,35
Province / Territory not stated,Not stated,,False,2006,0
Total,,,True,2006,"53,925"
Newfoundland and Labrador,Live-In Caregivers,Live-In Caregiver Program,False,2007,10
Newfoundland and Labrador,Live-In Caregivers,Live-In Caregiver Occupations,False,2007,
Newfoundland and Labrador,Live-In Caregivers,,True,2007,10
Newfoundland and Labrador,Agricultural Workers,Seasonal Agricultural Worker Program,False,2007,0
Newfoundland and Labrador,Agricultural Workers,Agricultural Stream,False,2007,0
Newfoundland and Labrador,Agricultural Workers,Other Agricultural Workers,False,2007,
Newfoundland and Labrador,Agricultural Workers,,True,2007,
Newfoundland and Labrador,Other Temporary Foreign Workers with LMIA,,False,2007,395
Newfoundland and Labrador,Caregivers,,False,2007,0
Newfoundland and Labrador,,,True,2007,410
Prince Edward Island,Live-In Caregivers,Live-In Caregiver Program,False,2007,10
Prince Edward Island,Live-In Caregivers,Live-In Caregiver Occupations,False,2007,0
Prince Edward Island,Live-In Caregivers,,True,2007,10
Prince Edward Island,Agricultural Workers,Seasonal Agricultural Worker Program,False,2007,0
Prince Edward Island,Agricultural Workers,Agricultural Stream,False,2007,0
Prince Edward Island,Agricultural Workers,Other Agricultural Workers,False,2007,5
Prince Edward Island,Agricultural Workers,,True,2007,5
Prince Edward Island,Other Temporary Foreign Workers with LMIA,,False,2007,135
Prince Edward Island,Caregivers,,False,2007,0
Prince Edward Island,,,True,2007,145
Nova Scotia,Live-In Caregivers,Live-In Caregiver Program,False,2007,60
Nova Scotia,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2007,0
Nova Scotia,Live-In Caregivers,Live-In Caregiver Occupations,False,2007,10
Nova Scotia,Live-In Caregivers,,True,2007,75
Nova Scotia,Agricultural Workers,Seasonal Agricultural Worker Program,False,2007,0
Nova Scotia,Agricultural Workers,Agricultural Stream,False,2007,0
Nova Scotia,Agricultural Workers,Other Agricultural Workers,False,2007,5
Nova Scotia,Agricultural Workers,,True,2007,5
Nova Scotia,Other Temporary Foreign Workers with LMIA,,False,2007,695
Nova Scotia,Caregivers,,False,2007,0
Nova Scotia,,,True,2007,775
New Brunswick,Live-In Caregivers,Live-In Caregiver Program,False,2007,40
New Brunswick,Live-In Caregivers,Live-In Caregiver Occupations,False,2007,5
New Brunswick,Live-In Caregivers,,True,2007,45
New Brunswick,Agricultural Workers,Seasonal Agricultural Worker Program,False,2007,0
New Brunswick,Agricultural Workers,Agricultural Stream,False,2007,0
New Brunswick,Agricultural Workers,Other Agricultural Workers,False,2007,10
New Brunswick,Agricultural Workers,,True,2007,10
New Brunswick,Other Temporary Foreign Workers with LMIA,,False,2007,555
New Brunswick,Caregivers,,False,2007,0
New Brunswick,,,True,2007,610
Quebec,Live-In Caregivers,Live-In Caregiver Program,False,2007,"1,670"
Quebec,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2007,0
Quebec,Live-In Caregivers,Live-In Caregiver Occupations,False,2007,245
Quebec,Live-In Caregivers,,True,2007,"1,915"
Quebec,Agricultural Workers,Seasonal Agricultural Worker Program,False,2007,
Quebec,Agricultural Workers,Agricultural Stream,False,2007,0
Quebec,Agricultural Workers,Other Agricultural Workers,False,2007,390
Quebec,Agricultural Workers,,True,2007,395
Quebec,Other Temporary Foreign Workers with LMIA,,False,2007,"4,145"
Quebec,Caregivers,,False,2007,0
Quebec,,,True,2007,"6,455"
Ontario,Live-In Caregivers,Live-In Caregiver Program,False,2007,"13,440"
Ontario,Live-In Caregivers,Emergency Live-In Caregiver Program Work Permit,False,2007,0
Ontario,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2007,0
Ontario,Live-In Caregivers,Live-In Caregiver Occupations,False,2007,"1,480"
Ontario,Live-In Caregivers,,True,2007,"14,925"
Ontario,Agricultural Workers,Seasonal Agricultural Worker Program,False,2007,35
Ontario,Agricultural Workers,Agricultural Stream,False,2007,0
Ontario,Agricultural Workers,Other Agricultural Workers,False,2007,995
Ontario,Agricultural Workers,,True,2007,"1,030"
Ontario,Other Temporary Foreign Workers with LMIA,,False,2007,"14,895"
Ontario,Caregivers,,False,2007,0
Ontario,,,True,2007,"30,845"
Manitoba,Live-In Caregivers,Live-In Caregiver Program,False,2007,210
Manitoba,Live-In Caregivers,Live-In Caregiver Occupations,False,2007,20
Manitoba,Live-In Caregivers,,True,2007,230
Manitoba,Agricultural Workers,Seasonal Agricultural Worker Program,False,2007,
Manitoba,Agricultural Workers,Agricultural Stream,False,2007,0
Manitoba,Agricultural Workers,Other Agricultural Workers,False,2007,185
Manitoba,Agricultural Workers,,True,2007,185
Manitoba,Other Temporary Foreign Workers with LMIA,,False,2007,"1,500"
Manitoba,Caregivers,,False,2007,0
Manitoba,,,True,2007,"1,920"
Saskatchewan,Live-In Caregivers,Live-In Caregiver Program,False,2007,180
Saskatchewan,Live-In Caregivers,Live-In Caregiver Occupations,False,2007,25
Saskatchewan,Live-In Caregivers,,True,2007,205
Saskatchewan,Agricultural Workers,Seasonal Agricultural Worker Program,False,2007,0
Saskatchewan,Agricultural Workers,Agricultural Stream,False,2007,0
Saskatchewan,Agricultural Workers,Other Agricultural Workers,False,2007,85
Saskatchewan,Agricultural Workers,,True,2007,85
Saskatchewan,Other Temporary Foreign Workers with LMIA,,False,2007,850
Saskatchewan,Caregivers,,False,2007,0
Saskatchewan,,,True,2007,"1,145"
Alberta,Live-In Caregivers,Live-In Caregiver Program,False,2007,"3,640"
Alberta,Live-In Caregivers,Live-In Caregiver Occupations,False,2007,320
Alberta,Live-In Caregivers,,True,2007,"3,960"
Alberta,Agricultural Workers,Seasonal Agricultural Worker Program,False,2007,5
Alberta,Agricultural Workers,Agricultural Stream,False,2007,0
Alberta,Agricultural Workers,Other Agricultural Workers,False,2007,"1,465"
Alberta,Agricultural Workers,,True,2007,"1,470"
Alberta,Other Temporary Foreign Workers with LMIA,,False,2007,"14,995"
Alberta,Caregivers,,False,2007,0
Alberta,,,True,2007,"20,430"
British Columbia,Live-In Caregivers,Live-In Caregiver Program,False,2007,"5,840"
British Columbia,Live-In Caregivers,Live-In Caregiver Occupations,False,2007,550
British Columbia,Live-In Caregivers,,True,2007,"6,390"
British Columbia,Agricultural Workers,Seasonal Agricultural Worker Program,False,2007,10
British Columbia,Agricultural Workers,Agricultural Stream,False,2007,0
British Columbia,Agricultural Workers,Other Agricultural Workers,False,2007,445
British Columbia,Agricultural Workers,,True,2007,450
British Columbia,Other Temporary Foreign Workers with LMIA,,False,2007,"8,410"
British Columbia,Caregivers,,False,2007,0
British Columbia,,,True,2007,"15,255"
Yukon,Live-In Caregivers,Live-In Caregiver Program,False,2007,10
Yukon,Live-In Caregivers,Live-In Caregiver Occupations,False,2007,
Yukon,Live-In Caregivers,,True,2007,10
Yukon,Agricultural Workers,Seasonal Agricultural Worker Program,False,2007,0
Yukon,Agricultural Workers,Other Agricultural Workers,False,2007,0
Yukon,Agricultural Workers,,True,2007,0
Yukon,Other Temporary Foreign Workers with LMIA,,False,2007,65
Yukon,Caregivers,,False,2007,0
Yukon,,,True,2007,75
Northwest Territories,Live-In Caregivers,Live-In Caregiver Program,False,2007,25
Northwest Territories,Live-In Caregivers,Live-In Caregiver Occupations,False,2007,
Northwest Territories,Live-In Caregivers,,True,2007,30
Northwest Territories,Agricultural Workers,Agricultural Stream,False,2007,0
Northwest Territories,Agricultural Workers,Other Agricultural Workers,False,2007,0
Northwest Territories,Agricultural Workers,,True,2007,0
Northwest Territories,Other Temporary Foreign Workers with LMIA,,False,2007,100
Northwest Territories,Caregivers,,False,2007,0
Northwest Territories,,,True,2007,130
Nunavut,Live-In Caregivers,Live-In Caregiver Program,False,2007,5
Nunavut,Live-In Caregivers,Live-In Caregiver Occupations,False,2007,
Nunavut,Live-In Caregivers,,True,2007,5
Nunavut,Agricultural Workers,Other Agricultural Workers,False,2007,0
Nunavut,Agricultural Workers,,True,2007,0
Nunavut,Other Temporary Foreign Workers with LMIA,,False,2007,25
Nunavut,Caregivers,,False,2007,0
Nunavut,,,True,2007,30
Province / Territory not stated,Not stated,,False,2007,0
Total,,,True,2007,"78,225"
Newfoundland and Labrador,Live-In Caregivers,Live-In Caregiver Program,False,2008,15
Newfoundland and Labrador,Live-In Caregivers,Live-In Caregiver Occupations,False,2008,
Newfoundland and Labrador,Live-In Caregivers,,True,2008,20
Newfoundland and Labrador,Agricultural Workers,Seasonal Agricultural Worker Program,False,2008,0
Newfoundland and Labrador,Agricultural Workers,Agricultural Stream,False,2008,0
Newfoundland and Labrador,Agricultural Workers,Other Agricultural Workers,False,2008,
Newfoundland and Labrador,Agricultural Workers,,True,2008,
Newfoundland and Labrador,Other Temporary Foreign Workers with LMIA,,False,2008,575
Newfoundland and Labrador,Caregivers,,False,2008,0
Newfoundland and Labrador,,,True,2008,595
Prince Edward Island,Live-In Caregivers,Live-In Caregiver Program,False,2008,5
Prince Edward Island,Live-In Caregivers,Live-In Caregiver Occupations,False,2008,0
Prince Edward Island,Live-In Caregivers,,True,2008,5
Prince Edward Island,Agricultural Workers,Seasonal Agricultural Worker Program,False,2008,0
Prince Edward Island,Agricultural Workers,Agricultural Stream,False,2008,0
Prince Edward Island,Agricultural Workers,Other Agricultural Workers,False,2008,20
Prince Edward Island,Agricultural Workers,,True,2008,20
Prince Edward Island,Other Temporary Foreign Workers with LMIA,,False,2008,290
Prince Edward Island,Caregivers,,False,2008,0
Prince Edward Island,,,True,2008,315
Nova Scotia,Live-In Caregivers,Live-In Caregiver Program,False,2008,80
Nova Scotia,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2008,0
Nova Scotia,Live-In Caregivers,Live-In Caregiver Occupations,False,2008,15
Nova Scotia,Live-In Caregivers,,True,2008,90
Nova Scotia,Agricultural Workers,Seasonal Agricultural Worker Program,False,2008,
Nova Scotia,Agricultural Workers,Agricultural Stream,False,2008,0
Nova Scotia,Agricultural Workers,Other Agricultural Workers,False,2008,10
Nova Scotia,Agricultural Workers,,True,2008,10
Nova Scotia,Other Temporary Foreign Workers with LMIA,,False,2008,"1,000"
Nova Scotia,Caregivers,,False,2008,0
Nova Scotia,,,True,2008,"1,100"
New Brunswick,Live-In Caregivers,Live-In Caregiver Program,False,2008,50
New Brunswick,Live-In Caregivers,Live-In Caregiver Occupations,False,2008,5
New Brunswick,Live-In Caregivers,,True,2008,55
New Brunswick,Agricultural Workers,Seasonal Agricultural Worker Program,False,2008,
New Brunswick,Agricultural Workers,Agricultural Stream,False,2008,0
New Brunswick,Agricultural Workers,Other Agricultural Workers,False,2008,65
New Brunswick,Agricultural Workers,,True,2008,70
New Brunswick,Other Temporary Foreign Workers with LMIA,,False,2008,820
New Brunswick,Caregivers,,False,2008,0
New Brunswick,,,True,2008,945
Quebec,Live-In Caregivers,Live-In Caregiver Program,False,2008,"1,525"
Quebec,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2008,0
Quebec,Live-In Caregivers,Live-In Caregiver Occupations,False,2008,215
Quebec,Live-In Caregivers,,True,2008,"1,740"
Quebec,Agricultural Workers,Seasonal Agricultural Worker Program,False,2008,
Quebec,Agricultural Workers,Agricultural Stream,False,2008,0
Quebec,Agricultural Workers,Other Agricultural Workers,False,2008,555
Quebec,Agricultural Workers,,True,2008,560
Quebec,Other Temporary Foreign Workers with LMIA,,False,2008,"4,585"
Quebec,Caregivers,,False,2008,0
Quebec,,,True,2008,"6,885"
Ontario,Live-In Caregivers,Live-In Caregiver Program,False,2008,"15,815"
Ontario,Live-In Caregivers,Emergency Live-In Caregiver Program Work Permit,False,2008,0
Ontario,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2008,0
Ontario,Live-In Caregivers,Live-In Caregiver Occupations,False,2008,"1,540"
Ontario,Live-In Caregivers,,True,2008,"17,350"
Ontario,Agricultural Workers,Seasonal Agricultural Worker Program,False,2008,85
Ontario,Agricultural Workers,Agricultural Stream,False,2008,0
Ontario,Agricultural Workers,Other Agricultural Workers,False,2008,"1,410"
Ontario,Agricultural Workers,,True,2008,"1,490"
Ontario,Other Temporary Foreign Workers with LMIA,,False,2008,"16,355"
Ontario,Caregivers,,False,2008,0
Ontario,,,True,2008,"35,195"
Manitoba,Live-In Caregivers,Live-In Caregiver Program,False,2008,210
Manitoba,Live-In Caregivers,Live-In Caregiver Occupations,False,2008,15
Manitoba,Live-In Caregivers,,True,2008,225
Manitoba,Agricultural Workers,Seasonal Agricultural Worker Program,False,2008,5
Manitoba,Agricultural Workers,Agricultural Stream,False,2008,0
Manitoba,Agricultural Workers,Other Agricultural Workers,False,2008,175
Manitoba,Agricultural Workers,,True,2008,180
Manitoba,Other Temporary Foreign Workers with LMIA,,False,2008,"1,910"
Manitoba,Caregivers,,False,2008,0
Manitoba,,,True,2008,"2,315"
Saskatchewan,Live-In Caregivers,Live-In Caregiver Program,False,2008,205
Saskatchewan,Live-In Caregivers,Live-In Caregiver Occupations,False,2008,25
Saskatchewan,Live-In Caregivers,,True,2008,235
Saskatchewan,Agricultural Workers,Seasonal Agricultural Worker Program,False,2008,5
Saskatchewan,Agricultural Workers,Agricultural Stream,False,2008,0
Saskatchewan,Agricultural Workers,Other Agricultural Workers,False,2008,120
Saskatchewan,Agricultural Workers,,True,2008,125
Saskatchewan,Other Temporary Foreign Workers with LMIA,,False,2008,"1,435"
Saskatchewan,Caregivers,,False,2008,0
Saskatchewan,,,True,2008,"1,790"
Alberta,Live-In Caregivers,Live-In Caregiver Program,False,2008,"4,395"
Alberta,Live-In Caregivers,Live-In Caregiver Occupations,False,2008,460
Alberta,Live-In Caregivers,,True,2008,"4,855"
Alberta,Agricultural Workers,Seasonal Agricultural Worker Program,False,2008,40
Alberta,Agricultural Workers,Agricultural Stream,False,2008,0
Alberta,Agricultural Workers,Other Agricultural Workers,False,2008,"2,005"
Alberta,Agricultural Workers,,True,2008,"2,040"
Alberta,Other Temporary Foreign Workers with LMIA,,False,2008,"28,760"
Alberta,Caregivers,,False,2008,0
Alberta,,,True,2008,"35,655"
British Columbia,Live-In Caregivers,Live-In Caregiver Program,False,2008,"7,555"
British Columbia,Live-In Caregivers,Live-In Caregiver Occupations,False,2008,590
British Columbia,Live-In Caregivers,,True,2008,"8,145"
British Columbia,Agricultural Workers,Seasonal Agricultural Worker Program,False,2008,
British Columbia,Agricultural Workers,Agricultural Stream,False,2008,0
British Columbia,Agricultural Workers,Other Agricultural Workers,False,2008,770
British Columbia,Agricultural Workers,,True,2008,775
British Columbia,Other Temporary Foreign Workers with LMIA,,False,2008,"16,550"
British Columbia,Caregivers,,False,2008,0
British Columbia,,,True,2008,"25,470"
Yukon,Live-In Caregivers,Live-In Caregiver Program,False,2008,10
Yukon,Live-In Caregivers,Live-In Caregiver Occupations,False,2008,
Yukon,Live-In Caregivers,,True,2008,10
Yukon,Agricultural Workers,Seasonal Agricultural Worker Program,False,2008,0
Yukon,Agricultural Workers,Other Agricultural Workers,False,2008,0
Yukon,Agricultural Workers,,True,2008,0
Yukon,Other Temporary Foreign Workers with LMIA,,False,2008,65
Yukon,Caregivers,,False,2008,0
Yukon,,,True,2008,75
Northwest Territories,Live-In Caregivers,Live-In Caregiver Program,False,2008,30
Northwest Territories,Live-In Caregivers,Live-In Caregiver Occupations,False,2008,
Northwest Territories,Live-In Caregivers,,True,2008,35
Northwest Territories,Agricultural Workers,Agricultural Stream,False,2008,0
Northwest Territories,Agricultural Workers,Other Agricultural Workers,False,2008,
Northwest Territories,Agricultural Workers,,True,2008,
Northwest Territories,Other Temporary Foreign Workers with LMIA,,False,2008,115
Northwest Territories,Caregivers,,False,2008,0
Northwest Territories,,,True,2008,150
Nunavut,Live-In Caregivers,Live-In Caregiver Program,False,2008,
Nunavut,Live-In Caregivers,Live-In Caregiver Occupations,False,2008,
Nunavut,Live-In Caregivers,,True,2008,5
Nunavut,Agricultural Workers,Other Agricultural Workers,False,2008,0
Nunavut,Agricultural Workers,,True,2008,0
Nunavut,Other Temporary Foreign Workers with LMIA,,False,2008,5
Nunavut,Caregivers,,False,2008,0
Nunavut,,,True,2008,10
Province / Territory not stated,Not stated,,False,2008,0
Total,,,True,2008,"110,505"
Newfoundland and Labrador,Live-In Caregivers,Live-In Caregiver Program,False,2009,25
Newfoundland and Labrador,Live-In Caregivers,Live-In Caregiver Occupations,False,2009,
Newfoundland and Labrador,Live-In Caregivers,,True,2009,30
Newfoundland and Labrador,Agricultural Workers,Seasonal Agricultural Worker Program,False,2009,0
Newfoundland and Labrador,Agricultural Workers,Agricultural Stream,False,2009,0
Newfoundland and Labrador,Agricultural Workers,Other Agricultural Workers,False,2009,
Newfoundland and Labrador,Agricultural Workers,,True,2009,
Newfoundland and Labrador,Other Temporary Foreign Workers with LMIA,,False,2009,715
Newfoundland and Labrador,Caregivers,,False,2009,0
Newfoundland and Labrador,,,True,2009,745
Prince Edward Island,Live-In Caregivers,Live-In Caregiver Program,False,2009,5
Prince Edward Island,Live-In Caregivers,Live-In Caregiver Occupations,False,2009,0
Prince Edward Island,Live-In Caregivers,,True,2009,5
Prince Edward Island,Agricultural Workers,Seasonal Agricultural Worker Program,False,2009,0
Prince Edward Island,Agricultural Workers,Agricultural Stream,False,2009,0
Prince Edward Island,Agricultural Workers,Other Agricultural Workers,False,2009,10
Prince Edward Island,Agricultural Workers,,True,2009,10
Prince Edward Island,Other Temporary Foreign Workers with LMIA,,False,2009,355
Prince Edward Island,Caregivers,,False,2009,0
Prince Edward Island,,,True,2009,370
Nova Scotia,Live-In Caregivers,Live-In Caregiver Program,False,2009,75
Nova Scotia,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2009,0
Nova Scotia,Live-In Caregivers,Live-In Caregiver Occupations,False,2009,15
Nova Scotia,Live-In Caregivers,,True,2009,90
Nova Scotia,Agricultural Workers,Seasonal Agricultural Worker Program,False,2009,0
Nova Scotia,Agricultural Workers,Agricultural Stream,False,2009,0
Nova Scotia,Agricultural Workers,Other Agricultural Workers,False,2009,20
Nova Scotia,Agricultural Workers,,True,2009,20
Nova Scotia,Other Temporary Foreign Workers with LMIA,,False,2009,"1,270"
Nova Scotia,Caregivers,,False,2009,0
Nova Scotia,,,True,2009,"1,380"
New Brunswick,Live-In Caregivers,Live-In Caregiver Program,False,2009,65
New Brunswick,Live-In Caregivers,Live-In Caregiver Occupations,False,2009,5
New Brunswick,Live-In Caregivers,,True,2009,75
New Brunswick,Agricultural Workers,Seasonal Agricultural Worker Program,False,2009,
New Brunswick,Agricultural Workers,Agricultural Stream,False,2009,0
New Brunswick,Agricultural Workers,Other Agricultural Workers,False,2009,70
New Brunswick,Agricultural Workers,,True,2009,70
New Brunswick,Other Temporary Foreign Workers with LMIA,,False,2009,835
New Brunswick,Caregivers,,False,2009,0
New Brunswick,,,True,2009,980
Quebec,Live-In Caregivers,Live-In Caregiver Program,False,2009,"1,600"
Quebec,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2009,0
Quebec,Live-In Caregivers,Live-In Caregiver Occupations,False,2009,170
Quebec,Live-In Caregivers,,True,2009,"1,770"
Quebec,Agricultural Workers,Seasonal Agricultural Worker Program,False,2009,
Quebec,Agricultural Workers,Agricultural Stream,False,2009,0
Quebec,Agricultural Workers,Other Agricultural Workers,False,2009,780
Quebec,Agricultural Workers,,True,2009,785
Quebec,Other Temporary Foreign Workers with LMIA,,False,2009,"5,085"
Quebec,Caregivers,,False,2009,0
Quebec,,,True,2009,"7,640"
Ontario,Live-In Caregivers,Live-In Caregiver Program,False,2009,"15,045"
Ontario,Live-In Caregivers,Emergency Live-In Caregiver Program Work Permit,False,2009,0
Ontario,Live-In Caregivers,Validation exemption for persons admitted under the former foreign domestic program (FDM),False,2009,0
Ontario,Live-In Caregivers,Live-In Caregiver Occupations,False,2009,"1,175"
Ontario,Live-In Caregivers,,True,2009,"16,225"
Ontario,Agricultural Workers,Seasonal Agricultural Worker Program,False,2009,40
Ontario,Agricultural Workers,Agricultural Stream,False,2009,0
Ontario,Agricultural Workers,Other Agricultural Workers,False,2009,"1,585"
Ontario,Agricultural Workers,,True,2009,"1,625"
Ontario,Other Temporary Foreign Workers with LMIA,,False,2009,"13,240"
Ontario,Caregivers,,False,2009,0
Ontario,,,True,2009,"31,085"
Manitoba,Live-In Caregivers,Live-In Caregiver Program,False,2009,155
Manitoba,Live-In Caregivers,Live-In Caregiver Occupations,False,2009,20
Manitoba,Live-In Caregivers,,True,2009,175
Manitoba,Agricultural Workers,Seasonal Agricultural Worker Program,False,2009,
Manitoba,Agricultural Workers,Agricultural Stream,False,2009,0
Manitoba,Agricultural Workers,Other Agricultural Workers,False,2009,140
Manitoba,Agricultural Workers,,True,2009,145
Manitoba,Other Temporary Foreign Workers with LMIA,,False,2009,"1,705"
Manitoba,Caregivers,,False,2009,0
Manitoba,,,True,2009,"2,020"
Saskatchewan,Live-In Caregivers,Live-In Caregiver Program,False,2009,210
Saskatchewan,Live-In Caregivers,Live-In Caregiver Occupations,False,2009,15
Saskatchewan,Live-In Caregivers,,True,2009,225
Saskatchewan,Agricultural Workers,Seasonal Agricultural Worker Program,False,2009,0
Saskatchewan,Agricultural Workers,Agricultural Stream,False,2009,0
Saskatchewan,Agricultural Workers,Other Agricultural Workers,False,2009,195
Saskatchewan,Agricultural Workers,,True,2009,195
Saskatchewan,Other Temporary Foreign Workers with LMIA,,False,2009,"2,030"
Saskatchewan,Caregivers,,False,2009,0
Saskatchewan,,,True,2009,"2,455"
